time,sentiment
2025-01-02 14:04,-0.637
2025-01-02 14:06,0.166
2025-01-02 14:08,-0.157
2025-01-02 14:10,0.785
2025-01-02 14:12,0.635
2025-01-02 14:14,-0.316
2025-01-02 14:16,-0.481
2025-01-02 14:18,-0.241
2025-01-02 14:20,0.181
2025-01-02 14:22,-0.464
2025-01-02 14:24,0.248
2025-01-02 14:26,-0.181
2025-01-02 14:28,0.104
2025-01-02 14:30,-0.128
2025-01-02 14:32,-0.411
2025-01-02 14:34,0.897
2025-01-02 14:36,0.527
2025-01-02 14:38,-0.72
2025-01-02 14:40,0.737
2025-01-02 14:42,-0.025
2025-01-02 14:44,0.789
2025-01-02 14:46,0.6
2025-01-02 14:48,-0.15
2025-01-02 14:50,-0.955
2025-01-02 14:52,-0.463
2025-01-02 14:54,0.083
2025-01-02 14:56,0.267
2025-01-02 14:58,-0.484
2025-01-02 15:00,-0.721
2025-01-02 15:02,0.67
2025-01-02 15:04,0.969
2025-01-02 15:06,0.051
2025-01-02 15:08,-0.657
2025-01-02 15:10,-0.455
2025-01-02 15:12,-0.963
2025-01-02 15:14,0.829
2025-01-02 15:16,-0.764
2025-01-02 15:18,0.153
2025-01-02 15:20,-0.452
2025-01-02 15:22,0.108
2025-01-02 15:24,0.303
2025-01-02 15:26,0.659
2025-01-02 15:28,-0.587
2025-01-02 15:30,-0.978
2025-01-02 15:32,-0.726
2025-01-02 15:34,0.8
2025-01-02 15:36,0.748
2025-01-02 15:38,0.195
2025-01-02 15:40,0.201
2025-01-02 15:42,0.33
2025-01-02 15:44,-0.649
2025-01-02 15:46,0.829
2025-01-02 15:48,-0.162
2025-01-02 15:50,-0.234
2025-01-02 15:52,0.038
2025-01-02 15:54,-0.906
2025-01-02 15:56,-0.667
2025-01-02 15:58,0.476
2025-01-02 16:00,-0.834
2025-01-02 16:02,0.206
2025-01-02 16:04,-0.509
2025-01-02 16:06,-0.221
2025-01-02 16:08,-0.423
2025-01-02 16:10,-0.289
2025-01-02 16:12,0.438
2025-01-02 16:14,-0.406
2025-01-02 16:16,0.133
2025-01-02 16:18,-0.048
2025-01-02 16:20,0.327
2025-01-02 16:22,0.874
2025-01-02 16:24,0.465
2025-01-02 16:26,-0.57
2025-01-02 16:28,-0.938
2025-01-02 16:30,-0.475
2025-01-02 16:32,0.19
2025-01-02 16:34,-0.897
2025-01-02 16:36,-0.007
2025-01-02 16:38,0.194
2025-01-02 16:40,-0.332
2025-01-02 16:42,0.542
2025-01-02 16:44,-0.787
2025-01-02 16:46,-0.85
2025-01-02 16:48,0.456
2025-01-02 16:50,-0.009
2025-01-02 16:52,0.377
2025-01-02 16:54,-0.13
2025-01-02 16:56,-0.507
2025-01-02 16:58,0.638
2025-01-02 17:00,0.599
2025-01-02 17:02,0.389
2025-01-02 17:04,-0.456
2025-01-02 17:06,0.18
2025-01-02 17:08,-0.278
2025-01-02 17:10,-0.817
2025-01-02 17:12,0.835
2025-01-02 17:14,-0.726
2025-01-02 17:16,0.9
2025-01-02 17:18,-0.108
